localhost (ubuntu18.04)
=======================
Total: 293 (High:44 Medium:219 Low:30 ?:0), 44/293 Fixed, 2052 installed, 7 updatable, 6 exploits, 0 modules, en: 2, ja: 0 alerts

Warning: Some warnings occurred.
[Failed to dpkg-ps:
    github.com/future-architect/vuls/scan.(*debian).postScan
        /go/src/github.com/future-architect/vuls/scan/debian.go:256
  - pkg not found [1mdpkg-query:
    github.com/future-architect/vuls/scan.(*debian).dpkgPs
        /go/src/github.com/future-architect/vuls/scan/debian.go:1328]


+------------------+------+--------+-----+--------+---------+---------------------------------------------------+
|      CVE-ID      | CVSS | ATTACK | POC |  CERT  |  FIXED  |                        NVD                        |
| CVE-2018-8792    |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-8792    |
| CVE-2018-8796    |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-8796    |
| CVE-2018-8798    |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-8798    |
| CVE-2018-8799    |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-8799    |
| CVE-2019-12761   |  7.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-12761   |
| CVE-2019-13050   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-13050   |
| CVE-2019-16163   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-16163   |
| CVE-2019-19246   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19246   |
| CVE-2019-19770   |  7.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19770   |
| CVE-2019-20388   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-20388   |
| CVE-2019-20838   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-20838   |
| CVE-2019-5737    |  7.5 |  AV:N  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-5737    |
| CVE-2019-9578    |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-9578    |
| CVE-2019-9674    |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-9674    |
| CVE-2019-9923    |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-9923    |
| CVE-2020-13757   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-13757   |
| CVE-2020-15166   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15166   |
| CVE-2020-15652   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15652   |
| CVE-2020-15655   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15655   |
| CVE-2020-15664   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15664   |
| CVE-2020-15683   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15683   |
| CVE-2020-25643   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-25643   |
| CVE-2019-12098   |  7.4 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-12098   |
| CVE-2019-14899   |  7.4 |  AV:A  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-14899   |
| CVE-2020-14828   |  7.2 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14828   |
| CVE-2017-14108   |  7.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14108   |
| CVE-2017-8871    |  7.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8871    |
| CVE-2018-1000654 |  7.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-1000654 |
| CVE-2019-12360   |  7.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-12360   |
| CVE-2019-12493   |  7.1 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-12493   |
| CVE-2019-19815   |  7.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19815   |
| CVE-2020-25211   |  7.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-25211   |
| CVE-2020-14351   |  6.9 |        |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14351   |
| CVE-2020-15254   |  6.9 |        |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15254   |
| CVE-2020-15680   |  6.9 |        |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15680   |
| CVE-2020-15681   |  6.9 |        |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15681   |
| CVE-2020-15684   |  6.9 |        |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15684   |
| CVE-2020-9794    |  6.9 |        |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-9794    |
| CVE-2020-14809   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14809   |
| CVE-2020-14814   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14814   |
| CVE-2020-14821   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14821   |
| CVE-2020-14829   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14829   |
| CVE-2020-14830   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14830   |
| CVE-2020-14836   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14836   |
| CVE-2020-14837   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14837   |
| CVE-2020-14839   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14839   |
| CVE-2020-14844   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14844   |
| CVE-2020-14845   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14845   |
| CVE-2020-14846   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14846   |
| CVE-2020-14848   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14848   |
| CVE-2020-14852   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14852   |
| CVE-2020-14861   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14861   |
| CVE-2020-14866   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14866   |
| CVE-2020-14868   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14868   |
| CVE-2020-14870   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14870   |
| CVE-2020-14873   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14873   |
| CVE-2020-14888   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14888   |
| CVE-2020-14891   |  6.8 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14891   |
| CVE-2020-6860    |  6.8 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-6860    |
| CVE-2013-4235    |  6.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2013-4235    |
| CVE-2020-9770    |  6.6 |  AV:P  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-9770    |
| CVE-2015-8553    |  6.5 |  AV:A  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-8553    |
| CVE-2017-14528   |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14528   |
| CVE-2017-8834    |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8834    |
| CVE-2017-9937    |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9937    |
| CVE-2018-10017   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10017   |
| CVE-2018-10126   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10126   |
| CVE-2018-10733   |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10733   |
| CVE-2018-11439   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-11439   |
| CVE-2018-14036   |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-14036   |
| CVE-2018-14048   |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-14048   |
| CVE-2018-17967   |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-17967   |
| CVE-2018-18064   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-18064   |
| CVE-2018-19208   |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-19208   |
| CVE-2018-20860   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-20860   |
| CVE-2018-20861   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-20861   |
| CVE-2018-3979    |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-3979    |
| CVE-2018-5710    |  6.5 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-5710    |
| CVE-2018-5727    |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-5727    |
| CVE-2019-10871   |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-10871   |
| CVE-2019-11026   |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-11026   |
| CVE-2019-13626   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-13626   |
| CVE-2019-14380   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-14380   |
| CVE-2019-14382   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-14382   |
| CVE-2019-14383   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-14383   |
| CVE-2019-17595   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-17595   |
| CVE-2019-18348   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-18348   |
| CVE-2019-20016   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-20016   |
| CVE-2019-20446   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-20446   |
| CVE-2019-6461    |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-6461    |
| CVE-2019-6462    |  6.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-6462    |
